snake_id,Length,Diameter,Color-RGB-R,Color-RGB-G,Color-RGB-B,Rattle,Rattle-Index,Venom,Venom_ind,Food,Predator,Scales Per Inch,Species,Region,swamp,tree,ground,underground
149,5.62604713,1.166233176,207,252,236,0,131,0,0,1.381851294,0.057928755,1.309415196,5,3,1,0,0,0
154,0.773187669,0.675493161,159,161,160,0,134,0,0,0.576494548,1.075301758,0.469194673,18,2,1,0,1,1
155,5.31116262,0.928203781,87,75,21,34.71606763,9814,0,0,0.437953182,0.126132993,0.427379925,14,4,1,0,0,1
156,3.992587417,1.708548079,24,87,100,6.843928217,8869,0,0,0.771000473,0.485386979,2.554156108,15,8,0,0,1,0
157,3.013673074,1.390039736,236,249,156,15.51901245,9234,0,0,0.71698137,0.474334926,1.451193417,13,9,0,0,1,0
158,4.774521264,2.968653396,12,19,17,0,135,0,0,0.811169919,0.754550376,5.028403968,4,4,0,0,0,1
169,1.822561603,1.068292315,142,6,98,0,144,0,0,2.216041921,0.602692532,1.961518654,23,3,1,0,0,0
170,1.914906021,0.712355889,117,174,143,0,145,0,0,0.273403325,1.028560055,1.812024918,8,0,0,1,1,0
171,10.17776444,1.85292746,33,33,19,0,146,0,0,0.604947106,1.945994711,2.10675331,0,6,0,1,0,0
172,2.056722648,1.13942486,53,3,60,0,147,0,0,0.182389037,5.27210153,2.188639553,1,3,1,0,1,0
173,2.032047821,1.783811596,57,104,155,0,148,0,0,2.35262446,1.623899467,5.927998204,21,0,1,0,0,0
174,15.80759015,1.970379157,59,7,15,3.548367639,8572,0,0,1.192813293,1.918908559,1.187840882,14,0,1,0,0,1
178,9.284838785,0.95630386,136,137,139,42.72775306,9919,0,0,1.642323049,4.55729113,2.182017261,14,0,0,1,0,0
179,5.857500679,1.489253744,7,7,3,0,150,0,0,0.520821679,0.077723874,2.341033206,5,6,0,0,0,1
180,2.864478254,0.029681152,18,77,99,0,151,0,0,1.663109592,3.285594652,4.826777111,3,4,0,0,1,0
183,6.992813393,2.963181851,201,200,160,0,154,0,0,0.040383956,0.26418997,0.012636191,9,0,0,0,1,0
185,4.179919571,3.736719293,99,5,107,0,156,0,0,0.159013221,1.74358152,3.122219275,16,2,0,0,1,1
187,2.729299408,1.666043312,181,58,62,0,158,0,0,0.028617563,0.913405185,0.121877067,16,8,0,1,0,0
190,7.002471959,2.654485268,89,225,90,0,161,0,0,0.053121577,2.272286079,1.69059869,5,2,1,0,0,0
193,7.351622207,2.924689446,22,179,160,1.040438492,8053,0,0,1.665109244,1.457080373,1.880858,14,5,1,0,0,1
195,6.881084488,1.053700793,44,56,51,0,164,0,0,2.272415714,0.956240489,1.688936177,22,1,1,0,0,0
196,3.069804811,1.516131099,107,76,121,7.464802468,8900,0,0,0.648707686,0.467628553,3.59194462,14,0,1,0,0,0
199,15.14382569,1.683557861,106,93,114,35.9374652,9835,0,0,0.327247196,2.405716049,1.218092241,11,3,0,0,1,0
203,1.496361415,1.053949974,10,212,226,5.37742898,8766,0,0,0.210221027,1.932354034,3.061588158,12,4,0,1,1,0
204,9.399768813,3.335398583,151,209,47,0,170,0,0,0.46812084,0.675057854,4.626930462,3,5,0,0,1,0
206,10.05821589,1.076890388,163,93,128,0,172,0,0,0.140042403,0.575703821,1.157439038,9,6,0,0,0,1
207,12.71056301,2.453784201,123,145,166,0,173,0,0,0.065301387,0.840292492,3.305117303,9,3,1,0,0,1
209,12.10961901,1.35863352,13,12,14,0,175,0,0,0.175935662,3.858623232,0.568963563,0,5,0,0,0,1
210,0.291981926,0.196953233,107,66,70,0,176,0,0,0.129695672,0.502217779,1.653514447,6,4,1,0,0,0
211,8.79368842,3.486231318,102,67,145,0,177,0,0,0.388903336,1.432096327,2.475741755,21,1,0,0,0,1
214,3.916933438,2.053691025,14,160,95,0,179,0,0,0.904898044,0.496364679,6.725955107,16,9,0,0,0,1
215,11.13010415,1.444360958,231,246,224,0,180,0,0,0.485227487,1.719868696,1.802923919,0,4,1,0,0,0
216,1.190915865,0.716782891,118,60,58,0,181,0,0,0.849826743,1.132891562,1.108323217,21,7,1,0,0,0
217,4.893188449,1.997771164,76,71,21,0,182,0,0,1.542632738,1.363341791,0.052567549,7,4,0,0,1,0
218,1.263396382,0.361178366,39,29,7,0,183,0,0,0.858308775,0.171852957,1.761885041,6,6,0,0,0,1
220,5.801157246,1.524483441,32,32,23,0,185,0,0,0.817173835,1.012520867,2.726618237,18,5,1,0,0,1
227,1.357600938,0.389681284,36,41,131,0,191,0,0,0.965349755,0.712832945,2.287727738,22,5,0,1,1,1
229,2.148597902,0.307053519,68,3,18,56.34880238,9977,0,0,1.160851917,0.242676118,3.66885962,15,8,0,0,1,0
230,7.602919301,1.798497012,64,206,147,0,193,0,0,0.836227604,2.128278447,0.102153738,19,5,1,1,1,1
232,15.74868679,3.467543789,41,36,41,21.987767,9448,0,0,1.534904854,1.296498816,3.64563957,14,9,1,0,0,0
233,3.593412758,1.60715623,158,157,156,0,195,0,0,0.256706262,0.261382312,1.974359085,7,4,0,1,0,0
234,1.390568848,0.31367791,24,20,21,0,196,0,0,0.886676737,1.284868575,1.41777875,7,6,0,0,0,1
243,3.173223641,1.683456808,99,102,133,35.70652745,9830,0,0,1.431438924,1.12336355,0.500768224,15,0,1,0,0,0
245,0.580078893,0.274110436,111,117,207,0,203,0,0,0.791151471,0.496910373,2.927312395,19,4,1,0,1,1
249,6.382309998,1.100400271,104,146,88,0,206,0,0,1.237855589,0.104792375,2.76092107,2,8,1,0,1,1
251,2.167379792,0.184589855,47,52,66,0,208,0,0,0.181991434,1.250584989,3.231977224,10,3,0,0,1,0
253,0.53935064,0.132726627,247,8,90,0,210,0,0,1.20706781,4.184489158,1.086072503,8,3,1,0,0,1
254,7.789883879,3.314749204,231,150,84,0,211,0,0,0.720284798,1.11778292,1.219154805,6,4,0,0,1,1
255,11.35087109,1.330611271,219,109,124,0,212,0,0,0.525080113,0.864996312,0.241728406,9,7,0,0,1,0
258,0.57265512,0.443829276,69,91,7,0,215,0,0,0.168730998,1.525749185,0.765248754,3,6,0,0,1,0
260,2.434606937,1.408960938,19,3,20,0,217,0,0,0.171641385,1.458455749,2.170040635,19,0,0,0,0,1
264,6.883575852,1.317969713,18,17,14,0,220,0,0,0.823099272,1.754467183,2.131245784,3,1,1,0,0,0
266,2.761679937,0.416968172,160,147,140,0,221,0,0,0.332893241,1.02390189,4.527905719,8,7,1,0,1,0
267,26.02702951,2.717256854,250,250,252,0,222,0,0,0.218684659,2.684152815,0.057523883,2,3,0,0,1,1
268,18.52447474,1.941966772,37,82,178,0,223,0,0,1.9827226,1.6730947,2.364642945,20,0,0,0,0,1
269,2.486987296,1.509011685,218,131,118,46.96043777,9945,0,0,0.436573075,0.375497472,0.074147509,14,7,1,0,0,0
270,8.055073131,1.276615701,74,41,90,0,224,0,0,0.990530805,1.511321385,0.54777212,9,4,1,0,1,1
273,6.151835253,0.930167623,60,35,76,0,226,0,0,0.444809075,0.311306661,2.192900351,21,1,0,0,1,0
274,1.630827971,0.613829752,5,75,177,0,227,0,0,0.324815351,0.182839658,3.045658702,16,0,1,0,0,0
275,2.001987543,0.594745066,36,28,30,0,228,0,0,0.91328474,3.385465282,2.530948364,6,5,0,0,1,0
276,2.527578563,1.389727318,59,75,54,0,229,0,0,0.004300211,0.909410981,4.12637381,3,0,0,0,1,1
278,0.635438584,0.106074206,116,140,130,0,231,0,0,1.118396075,0.420911928,1.731917692,6,7,0,0,1,0
280,5.981252802,1.38046348,166,115,135,0,233,0,0,0.074375445,1.232152893,1.479836883,20,9,0,0,0,1
281,1.466032981,0.880943511,15,12,27,0,234,0,0,1.654503383,0.195987081,0.773851248,7,9,1,1,0,0
282,1.533331962,0.097163091,22,27,23,0,235,0,0,0.656870885,2.11653798,0.651613827,8,4,0,0,1,0
285,2.271111874,1.520614232,1,142,192,28.98896911,9673,0,0,1.789065502,1.713400184,1.392866818,12,8,0,0,0,1
286,4.939379046,1.272879953,114,145,151,0,238,0,0,0.057419851,0.608585508,0.914944236,1,9,0,0,1,1
287,8.832951872,2.310641139,241,206,250,0,239,0,0,0.273357876,1.083766031,3.123846149,22,9,1,1,1,0
288,7.332492955,1.291717826,97,251,252,0,240,0,0,0.091469413,0.723260479,0.188199042,2,5,1,0,0,0
289,2.503705447,2.179882455,170,131,27,0,241,0,0,0.325325616,3.85925061,1.079549691,22,3,1,0,1,0
290,15.85981376,2.019445154,24,1,22,19.19699858,9355,0,0,0.754813169,0.084569768,0.064108933,15,3,0,0,1,1
294,10.70390378,3.868985185,46,67,35,0,244,0,0,0.335760734,2.420598667,2.757739164,16,1,1,0,1,0
295,2.384541919,0.797450299,28,155,97,9.706826583,9016,0,0,0.903816942,1.109705436,2.970340409,15,8,1,0,1,0
296,0.577917772,0.00982902,87,107,97,0,245,0,0,0.299896438,2.398872997,0.892691357,9,7,0,1,0,0
297,2.946768471,0.253931634,123,103,28,0,246,0,0,0.240776487,0.175684308,2.475868853,16,9,0,0,0,1
300,8.289152024,1.385960036,47,165,244,0,248,0,0,1.368454442,1.048033213,4.887201077,23,4,0,1,0,0
302,2.338419056,0.332877303,33,24,35,0,250,0,0,0.78998284,1.672392608,3.726351983,21,5,1,0,0,0
303,1.629736396,0.491438976,65,235,62,4.431243829,8683,0,0,0.797958875,1.696387521,1.387589427,12,4,1,0,0,1
306,2.131036899,1.780447618,76,78,78,0,253,0,0,1.794206923,0.4307489,3.188514372,9,7,0,0,1,1
309,2.053332137,1.24284023,26,7,48,0,256,0,0,0.223951258,2.622710214,0.705629703,5,6,0,1,0,1
313,17.09131425,3.583647014,93,85,122,0,258,0,0,1.6234929,0.51757078,3.9650262,22,5,0,0,0,1
316,1.293486801,0.82290801,151,55,49,0,261,0,0,2.099347603,0.702636839,2.265690309,0,6,0,0,0,1
317,1.60235216,1.400278695,132,134,48,0,262,0,0,0.384635222,2.799781985,0.88320026,0,1,0,0,1,0
318,1.052663316,0.50347361,211,226,193,0,263,0,0,0.852737191,1.553361695,1.601846367,17,6,0,0,0,1
319,10.05792998,1.714890818,16,7,17,0,264,0,0,2.043071036,1.619418269,1.188854609,8,3,0,0,0,1
321,15.52862422,1.808181222,122,151,172,28.36604306,9658,0,0,1.315536229,2.005335162,1.251207783,12,1,1,0,1,0
322,2.966494027,1.503805911,57,57,56,0,266,0,0,1.380573272,0.495821777,3.830567346,9,9,0,0,1,0
324,1.98903097,1.365214171,67,175,127,0,268,0,0,1.46530233,0.634540594,1.931143373,3,3,0,0,0,1
325,8.326786268,2.203010931,161,210,222,0,269,0,0,0.793523168,3.059861578,0.889536613,4,0,0,0,0,1
326,1.589203278,0.500375122,1,2,0,34.30284886,9805,0,0,2.636457433,0.463052459,1.792652024,15,9,0,0,1,0
327,2.644319094,0.345230138,81,68,47,0,270,0,0,0.769610724,2.498168722,3.589365647,22,1,0,0,0,1
328,2.021841191,0.21395963,216,201,41,0,271,0,0,0.462809214,1.392864594,2.434662977,22,5,0,0,1,0
329,11.99995006,1.525389846,186,166,208,0,272,0,0,0.457729394,0.104766556,3.38798781,6,0,1,0,0,0
331,0.962692837,0.389681535,54,27,12,0,273,0,0,0.0323789,0.726514335,2.085534036,20,1,0,1,1,0
332,1.177574175,0.255849236,238,226,219,0,274,0,0,0.99236473,1.254748914,2.912700566,20,9,0,1,0,0
333,1.967177076,1.654913989,222,226,224,0,275,0,0,0.122307319,0.537059481,4.837048503,6,6,1,0,0,0
334,2.180292889,0.032193875,105,62,112,0,276,0,0,1.33532626,1.041402617,4.617672818,19,3,0,1,0,0
336,8.578444798,1.366130434,119,139,51,36.3408752,9842,0,0,1.561576515,3.342532742,0.146166804,11,2,1,0,1,0
339,10.33195168,2.394080616,7,46,101,0,280,0,0,2.358004421,3.276618724,1.332371112,20,9,0,0,1,0
340,0.901798668,0.015223081,180,170,66,3.2815466,8544,0,0,0.660389487,0.15268531,1.318056007,12,4,0,0,0,1
342,1.793584631,0.733049808,141,42,11,0,282,0,0,0.450181554,2.491011285,2.972156587,16,2,1,0,0,0
343,6.779499158,2.21413133,218,237,220,14.76802192,9215,0,0,0.335505523,1.567834201,2.168171611,13,4,1,0,0,1
344,2.521891033,1.579057629,117,109,124,0,283,0,0,0.076982662,0.740975105,1.017612854,18,3,1,0,0,0
346,1.531045704,0.964417577,64,56,84,0,285,0,0,0.439725145,0.11019956,1.770943629,22,8,1,0,0,0
348,2.878617469,1.005810364,138,142,143,0,287,0,0,0.562315944,2.292334479,4.178363623,21,3,1,0,0,0
350,1.348522127,0.762510094,167,109,22,0,289,0,0,2.493554221,0.713403582,2.153809865,8,2,1,0,0,1
351,2.510798617,0.285634836,52,57,18,0,290,0,0,1.177811618,2.767468706,3.709930662,2,9,0,0,0,1
353,14.37899099,3.500382306,152,209,223,0,292,0,0,2.125019871,1.566768041,4.076854555,20,8,1,0,0,1
357,11.28494943,1.221607006,74,42,45,0,293,0,0,2.224245419,2.307270685,1.219233153,21,1,0,0,1,0
358,35.25807554,4.321130468,1,0,1,0,294,0,0,0.293864793,3.473352996,1.012235691,1,3,0,0,1,1
360,15.0392398,2.409980337,19,29,18,0,296,0,0,0.725465585,0.735814733,3.629900903,2,7,0,0,1,1
362,1.700453747,0.423396076,71,80,63,60.99981989,9983,0,0,0.718215826,0.542958655,3.960792018,12,4,1,1,0,0
363,9.000854253,2.68019688,17,20,20,0,297,0,0,0.568864679,0.388269276,4.064497754,23,4,1,0,1,0
364,2.006682192,1.058109396,110,115,127,4.474895937,8689,0,0,0.656875716,3.184822704,3.563572138,13,6,0,0,1,1
365,17.25342159,2.471665782,131,142,36,0,298,0,0,0.672617568,2.576004295,0.323470684,7,4,0,0,1,1
366,2.337793838,0.243496803,12,31,25,0,299,0,0,0.77718058,1.191963657,2.684865247,4,2,1,0,0,1
367,1.148606586,0.8075161,34,72,127,0,300,0,0,0.688983011,4.314804959,0.739047742,21,0,0,0,0,1
372,18.5802488,3.824971794,63,26,55,0,305,0,0,1.012201038,0.48401046,4.364931401,4,7,1,0,1,1
373,6.081322468,1.232023109,216,199,215,0,306,0,0,0.784768677,1.351615182,1.736156404,6,0,0,0,0,1
378,3.364800919,0.679239161,62,125,171,0,310,0,0,0.64317805,1.890753227,1.129811015,16,5,1,0,0,0
380,2.270019312,0.961385501,114,35,74,0,312,0,0,0.083595714,0.686455435,3.344988007,20,2,1,0,1,0
382,2.54895289,0.078678806,216,222,224,0,314,0,0,0.826685641,2.596613905,0.63997338,4,3,0,0,0,1
383,6.006194706,1.652794255,145,93,145,0,315,0,0,0.555209626,0.029941966,0.780008067,24,9,0,1,0,0
385,3.029819027,1.716964364,38,136,205,0,317,0,0,2.274326895,2.128932151,0.990141686,19,4,0,0,1,0
388,13.00936893,1.784401989,53,173,4,0,320,0,0,0.235646103,1.156953168,3.114784708,9,8,0,0,1,0
391,0.96549813,0.526865696,211,247,220,0,322,0,0,1.483255155,3.489368779,0.197594098,5,8,1,0,1,0
392,11.98869338,1.658171965,74,108,211,0,323,0,0,0.350590492,2.281953309,1.125820676,7,1,0,0,0,1
393,1.839265592,0.051637443,78,57,50,23.39160596,9494,0,0,0.756041499,0.474826956,1.548066399,13,1,1,0,1,1
394,8.343431904,2.269877138,36,56,41,0,324,0,0,1.20730487,0.955330865,2.398506141,1,5,0,1,0,0
395,5.416685378,1.479916833,58,111,155,0,325,0,0,0.29405404,1.685258111,1.008284549,21,8,1,1,1,1
396,2.047872289,1.874359077,13,61,95,0,326,0,0,0.813533718,3.110736035,0.451155136,6,8,0,0,0,1
398,10.77072893,1.5289431,44,16,60,0,328,0,0,0.432359956,1.857083343,0.618695046,5,0,0,0,1,0
399,9.551244484,1.332283803,127,153,201,0,329,0,0,0.435653665,1.364346384,1.675065177,16,8,0,0,0,1
402,12.79681716,1.849099715,116,108,96,0,331,0,0,0.279385301,2.887695239,2.554724327,1,5,1,1,1,1
404,2.246820471,1.038357855,176,17,84,0,333,0,0,0.866043498,1.633374557,3.490645981,20,6,0,0,0,1
405,5.661383999,2.468659928,0,1,0,0,334,0,0,0.003665628,1.669293417,0.924781783,6,8,1,1,0,1
407,8.350170384,1.171558666,20,50,58,29.90537847,9699,0,0,0.595960759,0.135410637,0.591138439,13,0,0,0,1,0
411,13.69384654,2.369322354,69,43,121,0,338,0,0,0.649330445,0.966660215,1.455403917,9,5,0,0,1,0
412,4.558194383,1.624139757,5,53,62,0,339,0,0,0.996239519,0.180793091,1.216846956,4,6,0,1,0,0
414,11.03704795,1.672920535,101,99,93,40.05724376,9890,0,0,0.155214476,3.518895307,1.55166123,15,5,1,0,0,0
415,4.145034683,1.028930228,32,137,137,0,341,0,0,2.348175053,1.308537637,0.314497568,5,5,0,1,0,0
417,10.95663991,2.297182438,27,177,139,0,343,0,0,0.771990452,2.075078808,1.975797213,21,5,0,0,0,1
418,1.000786687,0.148359018,20,59,8,20.70357766,9407,0,0,1.71236611,3.78782307,1.111919009,12,5,1,0,0,0
419,0.607103033,0.566442622,12,9,7,0,344,0,0,1.706454474,0.318446445,1.80390094,18,4,1,0,1,1
420,1.000414913,0.024740062,3,4,5,0,345,0,0,0.621147845,1.806479598,1.499406318,5,6,1,0,1,0
422,3.406325291,0.15718392,115,120,126,0,347,0,0,1.048145103,2.153794987,3.841655284,21,7,0,0,0,1
424,7.991456555,0.849514211,11,19,15,0,349,0,0,1.495909186,0.626392407,0.512695133,9,0,0,1,1,0
428,1.009207779,0.748092979,175,175,235,0,353,0,0,0.317164979,2.511198054,0.537636151,7,8,0,1,0,0
429,1.00107108,0.92729206,40,48,44,0,354,0,0,0.100541895,0.155415324,0.867129063,6,7,0,0,0,1
430,16.14120413,1.700128722,11,6,6,0,355,0,0,0.1236606,0.104548741,1.139883046,1,3,1,0,1,0
433,12.48989375,1.377771636,157,167,198,0,357,0,0,1.749704519,0.543947078,0.354810969,17,9,0,1,0,0
435,1.507271254,0.68306026,102,77,86,0,359,0,0,0.484554544,1.888009165,2.672981135,21,2,1,0,1,0
437,9.063243158,1.871788231,151,32,234,0,360,0,0,0.630599592,0.364052943,3.918048198,21,6,0,0,1,0
438,1.393821356,1.125302493,5,3,0,0,361,0,0,0.701686649,1.788856894,0.051864128,2,9,0,0,0,1
440,1.632461642,1.621327926,73,203,97,0,362,0,0,0.114977081,0.269263317,3.529951605,6,2,0,0,0,1
441,4.497023403,1.154107035,55,142,0,0,363,0,0,0.903777858,3.701625914,1.493742404,8,6,0,0,0,1
443,2.132072184,1.001082329,237,253,116,0,364,0,0,0.600570952,0.764897765,4.162155693,4,4,0,0,1,0
447,8.977675178,1.758238707,180,72,58,0,367,0,0,0.255537714,0.133577254,3.206719036,8,0,0,0,1,0
449,9.604469295,1.335238485,7,24,22,0,369,0,0,0.702691344,1.609497487,1.281409468,0,9,0,0,1,1
450,3.101085947,1.031247764,98,239,148,0,370,0,0,1.143697911,0.484590037,2.588807608,1,2,1,0,0,0
454,2.536339252,0.144349823,49,50,32,0,373,0,0,0.814107281,1.83252486,4.355384507,9,2,0,0,0,1
457,1.067809483,0.984898106,123,94,211,0,375,0,0,0.683539215,2.119926597,0.83729017,8,9,0,0,0,1
458,3.056053189,2.513919402,47,1,138,0,376,0,0,0.118773028,0.252084555,3.789098162,20,4,0,0,1,1
459,1.206442553,0.503090657,104,79,41,0,377,0,0,1.257754697,1.561235584,1.6359468,18,0,0,1,0,0
460,5.509105498,2.049145609,28,38,19,0,378,0,0,0.592092501,2.178818322,1.127130204,9,9,1,0,0,0
461,9.278859203,1.177817112,153,70,45,37.6858777,9863,0,0,0.754484016,3.296965948,0.104346229,11,2,0,0,0,1
463,10.59291765,2.873352546,0,2,1,0,380,0,0,0.988616003,1.187803388,4.635379244,8,1,0,0,0,1
464,4.38568589,0.288482046,17,18,15,7.97096601,8921,0,0,0.685135528,2.838006777,4.887075892,13,1,0,0,0,1
